sentence,label,clean_sentence,tokens
Finnish Vacon has signed significant deals with Norwegian Scandinavian Electric Systems ( SES ) on the supply of AC drives .,2,finnish vacon signed significant deals norwegian scandinavian electric systems ses supply ac drives,"['finnish', 'vacon', 'significant', 'deal', 'norwegian', 'scandinavian', 'electric', 'system', 'ses', 'supply', 'ac', 'drive']"
Finnish-Swedish TietoEnator is expanding its business quickly in Russia .,2,finnish swedish tietoenator expanding business quickly russia,"['finnish', 'swedish', 'tietoenator', 'business', 'quickly', 'russia']"
"H+Ñkan Dahlstr+Âm , head of mobility services at TeliaSonera , has forecast that mobile data volume on the TeliaSonera network in Sweden will rise eight-fold to 200,000 TB by 2014 .",2,head mobility services teliasonera forecast mobile data volume teliasonera network sweden rise fold tb,"['head', 'mobility', 'services', 'teliasonera', 'forecast', 'mobile', 'datum', 'volume', 'teliasonera', 'network', 'sweden', 'rise', 'fold', 'tb']"
"Cost savings will then rise to some 20 mln eur a year from 2007 , OKO said .",2,cost savings rise mln eur year oko said,"['cost', 'saving', 'mln', 'eur', 'year', 'oko']"
Finnish elevators and escalators maker KONE Corporation said on Tuesday ( 18 March ) that it has received a major order from Sir Robert McAlpine to supply all elevators and escalators for the Watermark Place project in the City of London .,2,finnish elevators escalators maker kone corporation said tuesday march received major order sir robert mcalpine supply elevators escalators watermark place project city london,"['finnish', 'elevator', 'escalator', 'maker', 'kone', 'corporation', 'tuesday', 'march', 'major', 'order', 'sir', 'robert', 'mcalpine', 'supply', 'elevator', 'escalator', 'place', 'project', 'city', 'london']"
"For Q2 2010 , consolidated earnings before tax totaled EUR4 .5 m , compared to EUR3 .9 m , and net profit was EUR3 .2 m , compared to EUR2 .9 m in the previous year .",2,consolidated earnings tax totaled m compared m net profit m compared m previous year,"['consolidated', 'earning', 'tax', 'm', 'net', 'profit', 'm', 'previous', 'year']"
"In 2008 , the deal is likely to bring savings of EUR 20mn-25mn .",2,deal likely bring savings eur,"['deal', 'likely', 'saving', 'eur']"
"In Middle East & North Africa , Tecnotree has grown considerably in the recent years .",2,middle east north africa tecnotree grown considerably recent years,"['middle', 'east', 'north', 'africa', 'tecnotree', 'considerably', 'recent', 'year']"
in Q1 2010 18 May 2010 - Finnish electrical components maker Salcomp Oy ( HEL : SAL1V ) said today it turned to a net profit of EUR1 .6 m in the first quarter of 2010 versus a loss of EUR2m in the corresponding period last year .,2,finnish electrical components maker salcomp oy hel said today turned net profit m quarter versus loss m corresponding period year,"['finnish', 'electrical', 'component', 'maker', 'oy', 'hel', 'today', 'net', 'profit', 'quarter', 'loss', 'corresponding', 'period', 'year']"
"In the end of 2006 , the number of outlets will rise to 60-70 .",2,end number outlets rise,"['end', 'number', 'outlet']"
"In the first quarter of 2010 , the mark-to-market result was a pretax profit of EUR 133 million versus a loss of EUR 32 million in the same period last year .",2,quarter mark market result pretax profit eur million versus loss eur million period year,"['quarter', 'mark', 'market', 'pretax', 'profit', 'eur', 'loss', 'eur', 'period', 'year']"
Incap Contract Manufacturing Services Private Limited has inked agreements with six new customers in India .,2,incap contract manufacturing services private limited inked agreements new customers india,"['incap', 'contract', 'manufacturing', 'service', 'private', 'limited', 'agreement', 'new', 'customer', 'india']"
It also said its third quarter diluted EPS came in at 0.34 eur compared with 0.16 eur in the same quarter a year ago .,2,said quarter diluted eps came eur compared eur quarter year ago,"['quarter', 'eur', 'eur', 'quarter', 'year', 'ago']"
It also turned in earnings per share ( EPS ) of EUR 0.44 versus loss per share of EUR 2.26 .,2,turned earnings share eps eur versus loss share eur,"['earning', 'share', 'eur', 'loss', 'share', 'eur']"
It also turned to earnings per share ( EPS ) of EUR 0.08 versus loss per share of EUR 0.04 .,2,turned earnings share eps eur versus loss share eur,"['earning', 'share', 'eur', 'loss', 'share', 'eur']"
It will also strengthen Ruukki 's offshore business .,2,strengthen ruukki offshore business,"['ruukki', 'offshore', 'business']"
"Last week , the Finnish metals and technology group announced plans to sell more than 80 percent of its technology unit to further the company 's strategic goal of becoming the world 's largest stainless steel maker .",2,week finnish metals technology group announced plans sell percent technology unit company strategic goal world largest stainless steel maker,"['week', 'finnish', 'metal', 'technology', 'group', 'plan', 'percent', 'technology', 'unit', 'company', 'strategic', 'goal', 'world', 'large', 'stainless', 'steel', 'maker']"
"MANAVIGATOR-September 7 , 2010-Kemira unveils Indian JV with IVRCL Finnish chemicals group Kemira ( HEL : KRA1V ) on Tuesday announced it has inked a deal to form a joint venture in India with local construction firm IVRCL Infrastructure and Projects Ltd ( BOM :530773 ) .",2,manavigator september kemira unveils indian jv ivrcl finnish chemicals group kemira hel tuesday announced inked deal form joint venture india local construction firm ivrcl infrastructure projects ltd bom,"['manavigator', 'september', 'kemira', 'indian', 'jv', 'ivrcl', 'finnish', 'chemical', 'group', 'kemira', 'hel', 'tuesday', 'deal', 'form', 'joint', 'venture', 'india', 'local', 'construction', 'firm', 'ivrcl', 'infrastructure', 'projects', 'ltd', 'bom']"
M-real 's sales are expected to have increased by 4 % year-on-year to EUR609m in the second quarter of 2010 .,2,m real sales expected increased year year m second quarter,"['real', 'sale', 'year', 'year', 'second', 'quarter']"
"Neste oil 's board proposed 1.00 eur dividend for the full-year 2007 , compared with 0.90 eur a year ago .",2,neste oil board proposed eur dividend year compared eur year ago,"['neste', 'oil', 'board', 'eur', 'dividend', 'year', 'eur', 'year', 'ago']"
"Net interest income totaled EUR 15.9 mn , compared to EUR 15.6 mn a year earlier .",2,net interest income totaled eur mn compared eur mn year earlier,"['net', 'interest', 'income', 'eur', 'mn', 'eur', 'mn', 'year', 'early']"
Net profit was 35.5 mln compared with 29.8 mln .,2,net profit mln compared mln,"['net', 'profit', 'mln', 'mln']"
Net sales in 2007 are expected to be 10 % up on 2006 .,2,net sales expected,"['net', 'sale']"
"Operating loss was EUR 179mn , compared to a loss of EUR 188mn in the second quarter of 2009 .",2,operating loss eur compared loss eur second quarter,"['loss', 'eur', 'loss', 'eur', 'second', 'quarter']"
"Operating profit was EUR 9.8 mn , compared to a loss of EUR 12.7 mn in the corresponding period in 2009 .",2,operating profit eur mn compared loss eur mn corresponding period,"['profit', 'eur', 'mn', 'loss', 'eur', 'mn', 'corresponding', 'period']"
"Pre-tax loss totaled EUR 0.3 mn , compared to a loss of EUR 2.2 mn in the first quarter of 2005 .",2,pre tax loss totaled eur mn compared loss eur mn quarter,"['pre', 'tax', 'loss', 'eur', 'mn', 'loss', 'eur', 'mn', 'quarter']"
"Pretax profit totalled EUR 2.0 mn , compared to a loss of EUR 159.2 mn in the fourth quarter of 2008 .",2,pretax profit totalled eur mn compared loss eur mn fourth quarter,"['pretax', 'profit', 'eur', 'mn', 'loss', 'eur', 'mn', 'fourth', 'quarter']"
"Previously , EB delivered a custom solution for LG Electronics and now is making it commercially available for other mobile terminal vendors as well as to wireless operators .",2,previously eb delivered custom solution lg electronics making commercially available mobile terminal vendors wireless operators,"['previously', 'custom', 'solution', 'lg', 'electronic', 'commercially', 'available', 'mobile', 'terminal', 'vendor', 'wireless', 'operator']"
Rapala said it estimates it will make savings of 1-2 mln eur a year by centralising its French operations at one site .,2,rapala said estimates savings mln eur year centralising french operations site,"['rapala', 'estimate', 'saving', 'mln', 'eur', 'year', 'french', 'operation', 'site']"
"Re-use back into PET bottles has also steadily increased and the rate of use in strapping tape has picked up again after a dip in 2005 , Petcore said previously .",2,use pet bottles steadily increased rate use strapping tape picked dip petcore said previously,"['pet', 'bottle', 'steadily', 'rate', 'use', 'tape', 'dip', 'petcore', 'previously']"
"Sales are expected to increase in the end of the year 2006 , however .",2,sales expected increase end year,"['sale', 'increase', 'end', 'year']"
Satama 's net sales would be higher than the year before .,2,satama net sales higher year,"['satama', 'net', 'sale', 'high', 'year']"
"Systeemitiimi 's sales and project resources will also be strengthened , director Paul Skogberg said .",2,systeemitiimi sales project resources strengthened director paul skogberg said,"['systeemitiimi', 'sale', 'project', 'resource', 'director', 'paul', 'skogberg']"
The actions are expected to deliver annual cost savings of some EUR15-20m .,2,actions expected deliver annual cost savings m,"['action', 'annual', 'cost', 'saving']"
The company is well positioned in Brazil and Uruguay .,2,company positioned brazil uruguay,"['company', 'brazil']"
The company reports a loss for the period of EUR 0.4 mn compared to a loss of EUR 1.9 mn in the corresponding period in 2005 .,2,company reports loss period eur mn compared loss eur mn corresponding period,"['company', 'loss', 'period', 'eur', 'mn', 'loss', 'eur', 'mn', 'corresponding', 'period']"
The company turned to earnings per share ( EPS ) of EUR 0.03 versus loss per share of EUR 0.01 .,2,company turned earnings share eps eur versus loss share eur,"['company', 'earning', 'share', 'eur', 'loss', 'share', 'eur']"
"The fourth quarter saw Rapala swing back to a pretax profit of 1.5 mln eur from a year earlier loss of 1.2 mln on the back of a 30 pct uplift in sales to 44.8 mln eur , and a stronger performance in North America .",2,fourth quarter saw rapala swing pretax profit mln eur year earlier loss mln pct uplift sales mln eur stronger performance north america,"['fourth', 'quarter', 'rapala', 'swing', 'pretax', 'profit', 'mln', 'eur', 'year', 'early', 'loss', 'mln', 'pct', 'uplift', 'sale', 'mln', 'eur', 'strong', 'performance', 'north', 'america']"
The soapstone deposits in the Medvezhyegorsk area are expected to increase Tulikivi 's current reserves considerably .,2,soapstone deposits medvezhyegorsk area expected increase tulikivi current reserves considerably,"['soapstone', 'deposit', 'medvezhyegorsk', 'area', 'increase', 'tulikivi', 'current', 'reserve', 'considerably']"
These measures are expected to produce annual cost savings of EUR 1.5 million starting in 2007 .,2,measures expected produce annual cost savings eur million starting,"['measure', 'annual', 'cost', 'saving', 'eur']"
This will bring cost savings of about EUR 3mn a year .,2,bring cost savings eur year,"['cost', 'saving', 'eur', 'year']"
"Via the move , the company aims annual savings of some EUR3m , the main part of which are expected to be realized this year .",2,company aims annual savings m main expected realized year,"['company', 'annual', 'saving', 'main', 'year']"
"2010 16 July 2010 - Finnish steel maker Rautaruukki Oyj HEL : RTRKS , or Ruukki , said today it turned to a net profit of EUR20m in the second quarter of 2010 from a net loss of EUR94m in the corresponding period last year .",2,july finnish steel maker rautaruukki oyj hel rtrks ruukki said today turned net profit m second quarter net loss m corresponding period year,"['july', 'finnish', 'steel', 'maker', 'rautaruukki', 'oyj', 'hel', 'rtrks', 'ruukki', 'today', 'net', 'profit', 'second', 'quarter', 'net', 'loss', 'corresponding', 'period', 'year']"
28 October 2010 - Finnish wood products technology supplier Raute Oyj HEL : RUTAV said today it swung to a net profit of EUR3m for the first nine months of 2010 versus a net loss of EUR5 .2 m for the same period a year earlier .,2,october finnish wood products technology supplier raute oyj hel rutav said today swung net profit m months versus net loss m period year earlier,"['october', 'finnish', 'wood', 'product', 'technology', 'supplier', 'raute', 'oyj', 'hel', 'rutav', 'today', 'net', 'profit', 'month', 'net', 'loss', 'period', 'year', 'early']"
"3 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V said yesterday its net profit rocketed to EUR4 .8 m in 2010 from EUR416 ,000 in 2009 and it lifted its dividend proposal .",2,february finnish broadband data communication systems provider teleste oyj hel said yesterday net profit rocketed m lifted dividend proposal,"['february', 'finnish', 'broadband', 'data', 'communication', 'system', 'provider', 'teleste', 'oyj', 'hel', 'yesterday', 'net', 'profit', 'dividend', 'proposal']"
"4 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V said Wednesday its net profit rocketed to EUR4 .8 m in 2010 from EUR416 ,000 in 2009 and it lifted its dividend proposal .",2,february finnish broadband data communication systems provider teleste oyj hel said wednesday net profit rocketed m lifted dividend proposal,"['february', 'finnish', 'broadband', 'data', 'communication', 'system', 'provider', 'teleste', 'oyj', 'hel', 'wednesday', 'net', 'profit', 'dividend', 'proposal']"
"Cargotec Corporation , Press Release , August 26 , 2008 at 10 a.m. Finnish time Cargotec 's MacGREGOR business area providing marine cargo handling and offshore load handling solutions has received significant offshore crane retrofit order .",2,cargotec corporation press release august finnish time cargotec macgregor business area providing marine cargo handling offshore load handling solutions received significant offshore crane retrofit order,"['cargotec', 'corporation', 'press', 'release', 'august', 'finnish', 'time', 'cargotec', 'macgregor', 'business', 'area', 'marine', 'cargo', 'offshore', 'load', 'solution', 'significant', 'offshore', 'crane', 'retrofit', 'order']"
"EBIT totalled EUR 14.4 mn , compared to a loss of EUR 0.3 mn in the corresponding period in 2009 .",2,ebit totalled eur mn compared loss eur mn corresponding period,"['ebit', 'eur', 'mn', 'loss', 'eur', 'mn', 'corresponding', 'period']"
"Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V said yesterday it returned to a net profit of EUR 2.7 million USD 3.8 m for the first nine months of 2010 versus a net loss of EUR 579,000 for the same period of 2009 .",2,finnish broadband data communication systems provider teleste oyj hel said yesterday returned net profit eur million usd m months versus net loss eur period,"['finnish', 'broadband', 'datum', 'communication', 'system', 'provider', 'teleste', 'oyj', 'hel', 'yesterday', 'net', 'profit', 'eur', 'usd', 'm', 'month', 'net', 'loss', 'eur', 'period']"
Finnish consumer packaging manufacturer Huhtamaki Oyj said it swung to a net profit of 84.1 mln euro $ 105.6 mln in the first nine months of 2006 from a net loss of 2.6 mln euro $ 3.3 mln in the same period of 2005 .,2,finnish consumer packaging manufacturer huhtamaki oyj said swung net profit mln euro mln months net loss mln euro mln period,"['finnish', 'consumer', 'packaging', 'manufacturer', 'huhtamaki', 'oyj', 'swung', 'net', 'profit', 'mln', 'euro', 'mln', 'month', 'net', 'loss', 'mln', 'euro', 'mln', 'period']"
"Finnish dental care group Oral Hammaslaakarit Oyj posted a total net profit of 849,000 euro $ 1.1 mln in the first nine months of 2006 versus a net loss of 331,000 euro $ 421,000 in the same period of 2005 .",2,finnish dental care group oral hammaslaakarit oyj posted total net profit euro mln months versus net loss euro period,"['finnish', 'dental', 'care', 'group', 'oral', 'hammaslaakarit', 'oyj', 'total', 'net', 'profit', 'euro', 'mln', 'month', 'net', 'loss', 'euro', 'period']"
"Finnish IT consultancy Satama Interactive Oyj posted a net profit of 1.4 mln euro $ 2.0 mln for the first nine months of 2007 , compared to a net loss of 462,000 euro $ 664,000 for the same period of 2006 .",2,finnish consultancy satama interactive oyj posted net profit mln euro mln months compared net loss euro period,"['finnish', 'consultancy', 'satama', 'interactive', 'oyj', 'net', 'profit', 'mln', 'euro', 'mln', 'month', 'net', 'loss', 'euro', 'period']"
"Finnish pulp and paper machinery maker Vaahto Group Oyj swung to a 1.1 mln euro $ 1.4 mln net profit in the fiscal 2005-06 , ended August 31 , 2006 , from a 249,000 euro $ 319,000 net loss in the fiscal 2004-05 .",2,finnish pulp paper machinery maker vaahto group oyj swung mln euro mln net profit fiscal ended august euro net loss fiscal,"['finnish', 'pulp', 'paper', 'machinery', 'maker', 'group', 'oyj', 'swung', 'mln', 'euro', 'mln', 'net', 'profit', 'fiscal', 'august', 'euro', 'net', 'loss', 'fiscal']"
Finnish silicon wafers manufacturer Okmetic Oyj said it swung to a net profit of 4.9 mln euro $ 6.3 mln in the first nine months of 2006 from a net loss of 1.8 mln euro $ 2.3 mln a year earlier .,2,finnish silicon wafers manufacturer okmetic oyj said swung net profit mln euro mln months net loss mln euro mln year earlier,"['finnish', 'silicon', 'wafer', 'manufacturer', 'okmetic', 'oyj', 'swung', 'net', 'profit', 'mln', 'euro', 'mln', 'month', 'net', 'loss', 'mln', 'euro', 'mln', 'year', 'early']"
"In the second quarter of 2010 , the company 's net profit was EUR1 .7 m compared to a net loss of EUR1 .3 m in April-June 2009 .",2,second quarter company net profit m compared net loss m april june,"['second', 'quarter', 'company', 'net', 'profit', 'net', 'loss', 'm', 'april', 'june']"
It therefore seems that Finnish shipping company Viking Line will get the subsidy it needs to order its new LNG-fuelled vessel .,2,finnish shipping company viking line subsidy needs order new lng fuelled vessel,"['finnish', 'shipping', 'company', 'line', 'subsidy', 'order', 'new', 'lng', 'vessel']"
"Jarmo Honkamaa , head of the oil refining business at Neste Oil , says the situation looks promising from their viewpoint .",2,jarmo honkamaa head oil refining business neste oil says situation looks promising viewpoint,"['jarmo', 'honkamaa', 'oil', 'refining', 'business', 'neste', 'oil', 'situation', 'viewpoint']"
"ADP News - Feb 25 , 2009 - Finnish printed circuit board PCB maker Aspocomp Group Oyj HEL : ACG1V said today it swung to a net profit of EUR 300,000 USD 385,000 for 2008 versus a net loss of EUR 65.3 million",2,adp news feb finnish printed circuit board pcb maker aspocomp group oyj hel said today swung net profit eur usd versus net loss eur million,"['adp', 'news', 'feb', 'finnish', 'circuit', 'board', 'pcb', 'maker', 'aspocomp', 'group', 'oyj', 'hel', 'today', 'net', 'profit', 'eur', 'usd', 'net', 'loss', 'eur']"
"ADP News - Nov 6 , 2008 - Finnish retail software developer Aldata Solution Oyj OMX : ALD1V said today that it swung to a net profit of EUR 2.1 million USD 2.7 m for the first nine months of 2008 versus a net loss of EU",2,adp news nov finnish retail software developer aldata solution oyj omx said today swung net profit eur million usd m months versus net loss eu,"['adp', 'nov', 'finnish', 'retail', 'software', 'developer', 'aldata', 'solution', 'oyj', 'omx', 'today', 'net', 'profit', 'eur', 'usd', 'm', 'month', 'net', 'loss', 'eu']"
"Mformation and Nokia noted they have established interoperability agreements that cover commercially proven , standards-based management of mobile devices , as well as mobile device security and mobile application management .",2,mformation nokia noted established interoperability agreements cover commercially proven standards based management mobile devices mobile device security mobile application management,"['mformation', 'nokia', 'interoperability', 'agreement', 'commercially', 'standard', 'management', 'mobile', 'device', 'mobile', 'device', 'security', 'mobile', 'application', 'management']"
"mn , and pretax profit to EUR 46.4 mn from EUR 35.8 mn in the third quarter of 2006 .",2,mn pretax profit eur mn eur mn quarter,"['mn', 'pretax', 'profit', 'eur', 'mn', 'eur', 'mn', 'quarter']"
"Net sales will , however , increase from 2005 .",2,net sales increase,"['net', 'sale', 'increase']"
Operating profit totaled EUR 17.7 mn compared to EUR 17.6 mn in the corresponding period in 2007 .,2,operating profit totaled eur mn compared eur mn corresponding period,"['profit', 'eur', 'mn', 'eur', 'mn', 'corresponding', 'period']"
"Profit after taxes was EUR 0.1 mn , compared to EUR -0.4 mn the previous year .",2,profit taxes eur mn compared eur mn previous year,"['profit', 'taxis', 'eur', 'mn', 'eur', 'mn', 'previous', 'year']"
Profit for the period was EUR 15.6 mn compared to EUR 14.1 mn in 2007 .,2,profit period eur mn compared eur mn,"['profit', 'period', 'eur', 'mn', 'eur', 'mn']"
"Quarterly diluted EPS on continuing operations came in at 0.21 eur , compared with last year 's 0.12 eur .",2,quarterly diluted eps continuing operations came eur compared year eur,"['quarterly', 'operation', 'eur', 'year', 'eur']"
"Raute posted a net profit of 1.8 mln euro $ 2.6 mln for the third quarter of 2007 , compared to a net loss of 299,000 euro $ 430,000 for the corresponding period of 2006 .",2,raute posted net profit mln euro mln quarter compared net loss euro corresponding period,"['raute', 'net', 'profit', 'mln', 'euro', 'mln', 'quarter', 'net', 'loss', 'euro', 'period']"
Return on equity stood at 18.3 % compared to 15.4 % in the third quarter of 2005 .,2,return equity stood compared quarter,"['return', 'equity', 'quarter']"
"Russian export duties will activate harvesting in Finland , and sales in Russia will increase also .",2,russian export duties activate harvesting finland sales russia increase,"['russian', 'export', 'duty', 'harvesting', 'finland', 'sale', 'russia', 'increase']"
The company expects net sales to significantly increase from 2009 .,2,company expects net sales significantly increase,"['company', 'net', 'sale', 'significantly']"
"The company 's net profit amounted to EE 55.5 mn , which was 36 % more than in 2004 .",2,company net profit amounted ee mn,"['company', 'net', 'profit', 'mn']"
The optimization of the steel components heating process will reduce the energy consumption .,2,optimization steel components heating process reduce energy consumption,"['optimization', 'steel', 'component', 'heating', 'process', 'energy', 'consumption']"
This new partnership agreement represents a significant milestone for both parties .,2,new partnership agreement represents significant milestone parties,"['new', 'partnership', 'agreement', 'significant', 'milestone', 'party']"
"Tiimari Latvian representative Ineta Zaharova said that the company earned LVL 122,000 in 2005 profit , which is 20 times more that in 2004 .",2,tiimari latvian representative ineta zaharova said company earned lvl profit times,"['tiimari', 'latvian', 'representative', 'ineta', 'zaharova', 'company', 'lvl', 'profit', 'time']"
"- Inge Larsen (CFO), 29,045 shares , representing 0.50 % of the share capital .",1,inge larsen cfo shares representing share capital,"['larsen', 'cfo', 'share', 'share', 'capital']"
The forecast for 2012 is 3.3 % .,1,forecast,[]
"The share capital of Alma Media Corporation (business ID 1944757-4)is EUR 45,031,513.80 and it is divided into 75,052,523 shares .",1,share capital alma media corporation business id eur divided shares,"['share', 'capital', 'alma', 'medium', 'corporation', 'business', 'd', 'eur', 'share']"
The company is listed on the Nordic Exchange in Helsinki .,1,company listed nordic exchange helsinki,"['company', 'nordic', 'exchange', 'helsinki']"
"Incap Contract Manufacturing will carry out the manufacturing for these agreements at its factory in Tumkur , near Bangalore .",1,incap contract manufacturing carry manufacturing agreements factory tumkur near bangalore,"['incap', 'contract', 'manufacturing', 'manufacturing', 'agreement', 'factory', 'tumkur', 'bangalore']"
"It will be operated by Nokia , and supported by its Nokia NetAct network and service management system .",1,operated nokia supported nokia netact network service management system,"['nokia', 'nokia', 'netact', 'network', 'service', 'management', 'system']"
Comptel Corporation will publish its financial statements for 2008 on 12 February 2009 .,1,comptel corporation publish financial statements february,"['comptel', 'corporation', 'financial', 'statement', 'february']"
The shops are located in the capital region and the Paijat-Hame region .,1,shops located capital region paijat hame region,"['shop', 'capital', 'region', 'paijat', 'hame', 'region']"
The annual net sales of the unit is some EUR 5 million and it currently employs some 55 people .,1,annual net sales unit eur million currently employs people,"['annual', 'net', 'sale', 'unit', 'eur', 'currently', 'people']"
"On the following workday customers can check from their home computers how their purchases are divided between different ingredient groups , how much energy various products contain and what is the nutritional content of all purchases .",1,following workday customers check home computers purchases divided different ingredient groups energy products contain nutritional content purchases,"['workday', 'customer', 'home', 'computer', 'purchase', 'different', 'ingredient', 'group', 'energy', 'product', 'nutritional', 'content', 'purchase']"
Name of Company in which holdings have been acquired : Citycon Oyj 2 .,1,company holdings acquired citycon oyj,"['company', 'holding', 'citycon', 'oyj']"
"BasWare is headquartered in Espoo , Finland .",1,basware headquartered espoo finland,"['basware', 'espoo', 'finland']"
"The store is located in Poznan in a shopping center named Pestka , the company added .",1,store located poznan shopping center named pestka company added,"['store', 'poznan', 'shopping', 'center', 'pestka', 'company']"
"The other seats would go to Edgar Edmonds , an American with experience of the clothing and retail industry , and Christian Fischer , an Austrian with experience in the winter sports goods business .",1,seats edgar edmonds american experience clothing retail industry christian fischer austrian experience winter sports goods business,"['seat', 'edmonds', 'american', 'experience', 'clothing', 'retail', 'industry', 'christian', 'fischer', 'austrian', 'experience', 'winter', 'sport', 'good', 'business']"
"Ahlstrom 's 5,700 employees serve customers via sales offices and production facilities in more than 20 countries on six continents .",1,ahlstrom employees serve customers sales offices production facilities countries continents,"['ahlstrom', 'employee', 'customer', 'sale', 'office', 'production', 'facility', 'country', 'continent']"
"Raute , headquartered in Nastola , Finland , is a technology company serving the wood products industry worldwide .",1,raute headquartered nastola finland technology company serving wood products industry worldwide,"['raute', 'headquartered', 'nastola', 'finland', 'technology', 'company', 'wood', 'product', 'industry', 'worldwide']"
"According to latest information , Benefon will launch its Twig device on 20 September 2006 .",1,according latest information benefon launch twig device september,"['late', 'information', 'benefon', 'twig', 'device', 'september']"
He will report to CapMan Plc 's CEO Heikki Westerlund .,1,report capman plc ceo heikki westerlund,"['report', 'capman', 'plc', 'ceo', 'heikki', 'westerlund']"
The price will be specified at the completion date .,1,price specified completion date,"['price', 'completion', 'date']"
A total of $ 78 million will be invested in the project .,1,total million invested project,"['total', 'project']"
"Finnish IT consultancy Satama Interactive Oyj said on November 13 , 2006 that Jarmo Lonnfors took up the position of CEO .",1,finnish consultancy satama interactive oyj said november jarmo lonnfors took position ceo,"['finnish', 'consultancy', 'satama', 'interactive', 'oyj', 'november', 'jarmo', 'lonnfor', 'position', 'ceo']"
"` Nordea 's definitely too big for Sampo to acquire , ' said an analyst ` But Sampo would appear to have an agenda for Nordea ahead of the privatisation .",1,nordea definitely big sampo acquire said analyst sampo appear agenda nordea ahead privatisation,"['nordea', 'definitely', 'big', 'sampo', 'acquire', 'analyst', 'sampo', 'agenda', 'nordea', 'ahead', 'privatisation']"
`` There is no room to modify the share component as we have already indicated . '',1,room modify share component indicated,"['room', 'share', 'component']"
`` We could be there .,1,,[]
"1 p.m. Central office of Nordea Bank 19 3-ya ulitsa Yamskogo Polya , Building 1 Telephone : 495 777-34-77 ext. 3932 , 3931 03.02.2011 Unimilk - EGM 03-04 .02.2011 XVI international business-summit Food Business Russia 2011 will take place .",1,central office nordea bank ya ulitsa yamskogo polya building telephone ext unimilk egm xvi international business summit food business russia place,"['central', 'office', 'nordea', 'bank', 'ya', 'ulitsa', 'yamskogo', 'polya', 'telephone', 'ext', 'unimilk', 'xvi', 'international', 'business', 'summit', 'food', 'business', 'russia', 'place']"
"128,538 shares can still be subscribed for with Series E share options , max .",1,shares subscribed series e share options max,"['share', 'series', 'e', 'share', 'option', 'max']"
"561,470 new shares under 2003 option rights plan Packaging company Huhtamaki Oyj reported on Monday that a total of 561,470 new shares of the company have been issued based on share subscriptions under its 2003 option rights plan .",1,new shares option rights plan packaging company huhtamaki oyj reported monday total new shares company issued based share subscriptions option rights plan,"['new', 'share', 'option', 'right', 'plan', 'packaging', 'company', 'huhtamaki', 'oyj', 'monday', 'total', 'new', 'share', 'company', 'share', 'subscription', 'option', 'right', 'plan']"
"A meeting for the media and analysts will be held on the same day at 10:30 a.m. at Stonesoft Headquarters in Helsinki , Italahdenkatu 22 A. The Interim report will be presented by Stonesoft 's CEO Ilkka Hiidenheimo .",1,meeting media analysts held day stonesoft headquarters helsinki italahdenkatu interim report presented stonesoft ceo ilkka hiidenheimo,"['medium', 'analyst', 'day', 'stonesoft', 'headquarters', 'helsinki', 'italahdenkatu', 'interim', 'report', 'stonesoft', 'ceo', 'hiidenheimo']"
A meeting of Glisten shareholders to vote on the bid will be held on 12 March .,1,meeting glisten shareholders vote bid held march,"['glisten', 'shareholder', 'vote', 'bid', 'march']"
"A replay will be available until 27 October 2006 in the following numbers : US callers : +1 617-á801-á6888 , non-US callers : +44 20 7365 8427 , access code : 2659 5401 .",1,replay available october following numbers callers non callers access code,"['replay', 'available', 'october', 'number', 'caller', 'non', 'caller', 'code']"
"About 36 % of this came from Aspo Chemicals , 39 % from Aspo Shipping and 25 % from Aspo Systems .",1,came aspo chemicals aspo shipping aspo systems,"['aspo', 'chemical', 'aspo', 'shipping', 'aspo', 'system']"
"About 72 % of Evraz Group shares are owned by Lanebrook , whose beneficiaries , on the one hand , are Millhouse , the holding company for the assets of billionaire Roman Abramovich and his business partners 50 % ; and Evraz executives Alexander Abramov and Alexander Frolov 50 % , on the other .",1,evraz group shares owned lanebrook beneficiaries hand millhouse holding company assets billionaire roman abramovich business partners evraz executives alexander abramov alexander frolov,"['evraz', 'group', 'share', 'lanebrook', 'beneficiary', 'millhouse', 'company', 'asset', 'billionaire', 'roman', 'abramovich', 'business', 'partner', 'evraz', 'executive', 'alexander', 'abramov', 'alexander', 'frolov']"
Aker Yards Finland will begin using Chinese subcontractors at its Finnish shipyards .,1,aker yards finland begin chinese subcontractors finnish shipyards,"['aker', 'yards', 'finland', 'chinese', 'subcontractor', 'finnish', 'shipyard']"
Finnish food industry company L+ñnnen Tehtaat is planning changes to its fish product business .,1,finnish food industry company tehtaat planning changes fish product business,"['finnish', 'food', 'industry', 'company', 'tehtaat', 'change', 'fish', 'product', 'business']"
"According to business media reports , Usmanov planned to transfer his MegaFon stake to the state-controlled Svyazinvest , in exchange for a stake in the merged RosTelecom .",1,according business media reports usmanov planned transfer megafon stake state controlled svyazinvest exchange stake merged rostelecom,"['business', 'medium', 'report', 'transfer', 'megafon', 'stake', 'state', 'svyazinv', 'exchange', 'stake', 'rostelecom']"
