sentence,label,clean_sentence,tokens
"In the method the smelt spouts 2 are separated from the working area 6 by a shielding wall 8 , 10 arranged movable in relation to the smelt spouts .",1,method smelt spouts separated working area shielding wall arranged movable relation smelt spouts,"['method', 'spout', 'area', 'wall', 'movable', 'relation', 'spout']"
Officials did not disclose the contract value .,1,officials disclose contract value,"['official', 'contract', 'value']"
The order was valued at over EUR15m .,1,order valued m,"['order', 'm']"
"Depending on the market situation , such projects are sold after 1 to 3 years after completion .",1,depending market situation projects sold years completion,"['market', 'situation', 'project', 'year', 'completion']"
Stockmann was established in 1862 in Finland and it became the first foreign company to enter Russia 's retail trade market in 1989 .,1,stockmann established finland foreign company enter russia retail trade market,"['stockmann', 'finland', 'foreign', 'company', 'russia', 'retail', 'trade', 'market']"
"Complete name of shareholder : Otto Henrik Bernhard Nyberg For further information , please contact Maija-Liisa Friman , CEO , tel. +358 9 7597 0711 .",1,complete shareholder otto henrik bernhard nyberg information contact maija liisa friman ceo tel,"['complete', 'shareholder', 'otto', 'henrik', 'bernhard', 'nyberg', 'information', 'contact', 'maija', 'liisa', 'friman', 'ceo', 'tel']"
CS Cabot 's main consumers on the Czech and Slovak market are tires producers Barum Continental and Matador Continental .,1,cs cabot main consumers czech slovak market tires producers barum continental matador continental,"['cs', 'cabot', 'main', 'consumer', 'slovak', 'market', 'tire', 'producer', 'continental', 'matador', 'continental']"
"ISMS does not disclose its financial results , the daily said .",1,isms disclose financial results daily said,"['ism', 'financial', 'result', 'daily']"
The serial bond is part of the plan to refinance the short-term credit facility .,1,serial bond plan refinance short term credit facility,"['serial', 'bond', 'plan', 'refinance', 'short', 'term', 'credit', 'facility']"
The deal will have no significant effect on the acquiring company 's equity ratio .,1,deal significant effect acquiring company equity ratio,"['significant', 'effect', 'company', 'equity', 'ratio']"
"Tekla will organize an information meeting for analysts and media at WTC Helsinki Marski meeting room , Aleksanterinkatu 17 , the same day at 12:30 - 1:30 p.m. Light lunch will be served .",1,tekla organize information meeting analysts media wtc helsinki marski meeting room aleksanterinkatu day light lunch served,"['information', 'meeting', 'analyst', 'medium', 'wtc', 'helsinki', 'marski', 'meeting', 'room', 'aleksanterinkatu', 'day', 'light', 'lunch']"
The order is included in Metso 's fourth quarter 2007 order backlog .,1,order included metso fourth quarter order backlog,"['order', 'metso', 'fourth', 'quarter', 'order', 'backlog']"
The Diameter Protocol is developed according to the standards IETF RFC 3588 and IETF RFC 3539 .,1,diameter protocol developed according standards ietf rfc ietf rfc,"['diameter', 'protocol', 'standard', 'ietf', 'rfc', 'ietf', 'rfc']"
The value of the contract is EUR 25mn .,1,value contract eur,"['value', 'contract', 'eur']"
"The company operates a U.S. division in Lisle , Ill. .",1,company operates division lisle,"['company', 'division', 'lisle']"
Kirsi Rantanen was previously development director for HK Ruokatalo 's poultry business .,1,kirsi rantanen previously development director hk ruokatalo poultry business,"['kirsi', 'rantanen', 'previously', 'development', 'director', 'hk', 'ruokatalo', 'poultry', 'business']"
"According to business media reports , Usmanov planned to transfer his MegaFon stake to the state-controlled Svyazinvest , in exchange for a stake in the merged RosTelecom .",1,according business media reports usmanov planned transfer megafon stake state controlled svyazinvest exchange stake merged rostelecom,"['business', 'medium', 'report', 'transfer', 'megafon', 'stake', 'state', 'svyazinv', 'exchange', 'stake', 'rostelecom']"
"Ahlstrom Corporation STOCK EXCHANGE ANNOUNCEMENT 23.4.2007 Ahlstrom Corporation will publish its first quarter financial results 2007 on Friday , April 27 , 2007 approximately at 8.30 a.m. Finnish time .",1,ahlstrom corporation stock exchange announcement ahlstrom corporation publish quarter financial results friday april approximately finnish time,"['ahlstrom', 'corporation', 'stock', 'exchange', 'announcement', 'corporation', 'quarter', 'financial', 'result', 'friday', 'april', 'approximately', 'finnish', 'time']"
"The total scope of the project is about 38,000 square metres and it is valued at a total of around EUR75m .",1,total scope project square metres valued total m,"['total', 'scope', 'project', 'square', 'metre', 'total', 'm']"
"According to the notification , the holdings of Ameriprice Inc. and its group companies are now in total 808,973 shares , which represent 3.582 % of Tekla -¦ s shares and voting rights .",1,according notification holdings ameriprice group companies total shares represent tekla s shares voting rights,"['notification', 'holding', 'ameriprice', 'group', 'company', 'total', 'share', 'tekla', 'share', 'voting', 'right']"
"SCOPI Chief Business Excellence Officer , Eng .",1,scopi chief business excellence officer eng,"['scopi', 'chief', 'business', 'excellence', 'officer', 'eng']"
"The company 's set of services include digital printing , printing preparation , offset-printing , after-treatment services and send out services .",1,company set services include digital printing printing preparation offset printing treatment services send services,"['company', 'service', 'digital', 'printing', 'printing', 'preparation', 'treatment', 'service', 'service']"
"The total investment in the Vantaa plant extension will amount to around 10 million euro , and Okmetic 's share of the investments will be worth around 2.7 million .",1,total investment vantaa plant extension million euro okmetic share investments worth million,"['total', 'investment', 'vantaa', 'plant', 'extension', 'euro', 'okmetic', 'share', 'investment', 'worth']"
"- Inge Larsen (CFO), 29,045 shares , representing 0.50 % of the share capital .",1,inge larsen cfo shares representing share capital,"['larsen', 'cfo', 'share', 'share', 'capital']"
"In April-June 2008 , Scanfil 's net sales totalled EUR 58.7 mn and operating profit EUR 6.6 mn .",1,april june scanfil net sales totalled eur mn operating profit eur mn,"['april', 'june', 'scanfil', 'net', 'sale', 'eur', 'mn', 'operating', 'profit', 'eur', 'mn']"
The server is responsible for managing devices and user accounts and a desktop client application enables remote access to the mobile phones .,1,server responsible managing devices user accounts desktop client application enables remote access mobile phones,"['server', 'responsible', 'device', 'user', 'desktop', 'client', 'application', 'remote', 'access', 'mobile', 'phone']"
The CVs of the proposed members are available for viewing from 12 March 2008 onwards on the Internet at www.sampo.com/ir .,1,cvs proposed members available viewing march onwards internet,"['cvs', 'member', 'available', 'march', 'internet']"
"Elcoteq 's Electronics Manufacturing Services ( EMS ) Business Segment serves customers globally in Engineering , Manufacturing and Fulfillment services .",1,elcoteq electronics manufacturing services ems business segment serves customers globally engineering manufacturing fulfillment services,"['elcoteq', 'electronic', 'manufacturing', 'service', 'ems', 'business', 'segment', 'customer', 'globally', 'manufacturing', 'fulfillment', 'service']"
"The divested company is part of TietoEnator 's business area Government , Manufacturing & Retail .",1,divested company tietoenator business area government manufacturing retail,"['company', 'tietoenator', 'business', 'area', 'government', 'manufacturing', 'retail']"
"In the fourth quarter of 2006 , OKO Banks expects the operating environment for Banking and Investment Services to remain similar to that in January-September 2006 .",1,fourth quarter oko banks expects operating environment banking investment services remain similar january september,"['fourth', 'quarter', 'oko', 'bank', 'operating', 'environment', 'banking', 'investment', 'service', 'similar', 'january', 'september']"
The markets expect Heineken to sell Hartwall as a whole or in parts .,1,markets expect heineken sell hartwall parts,"['market', 'heineken', 'hartwall', 'part']"
No changes regarding the Virala Oy Ab s ownership of shares of Tiimari has taken place .,1,changes virala oy ab s ownership shares tiimari taken place,"['change', 'virala', 'oy', 'ab', 's', 'ownership', 'share', 'tiimari', 'place']"
The negotiations will concern the plant 's department producing winded roving that employs 10 people .,1,negotiations concern plant department producing winded roving employs people,"['negotiation', 'concern', 'plant', 'department', 'roving', 'people']"
The value of the order is EUR 4mn .,1,value order eur,"['value', 'order', 'eur']"
The employee negotiations are to address measures needed to adjust the operations to the present production situation .,1,employee negotiations address measures needed adjust operations present production situation,"['employee', 'negotiation', 'address', 'measure', 'operation', 'present', 'production', 'situation']"
"The Marubeni Group focuses on creating `` value chain '' from upstream to downstream , encompassing a wide variety of business fields , including oil & gas , metals , mineral resources , foods , pulp & paper and chemicals , among others .",1,marubeni group focuses creating value chain upstream downstream encompassing wide variety business fields including oil gas metals mineral resources foods pulp paper chemicals,"['group', 'value', 'chain', 'upstream', 'downstream', 'wide', 'variety', 'business', 'field', 'oil', 'gas', 'metal', 'mineral', 'resource', 'food', 'pulp', 'paper', 'chemical']"
Mobile communication and wireless broadband provider Nokia Inc NYSE : NOK today set new financial targets and forecasts for Nokia and the mobile device industry and also for Nokia Siemens Networks and the mobile and fixed infrastructure and related services market .,1,mobile communication wireless broadband provider nokia inc nyse nok today set new financial targets forecasts nokia mobile device industry nokia siemens networks mobile fixed infrastructure related services market,"['mobile', 'communication', 'wireless', 'broadband', 'provider', 'nokia', 'inc', 'nyse', 'nok', 'today', 'new', 'financial', 'target', 'nokia', 'mobile', 'device', 'industry', 'nokia', 'networks', 'mobile', 'infrastructure', 'service', 'market']"
The company then said it will focus its resources on clinical research .,1,company said focus resources clinical research,"['company', 'focus', 'resource', 'clinical', 'research']"
"The train is expected to cross the Russian territory in 9 days , reaching the Vostochny port .",1,train expected cross russian territory days reaching vostochny port,"['train', 'cross', 'russian', 'territory', 'day', 'vostochny', 'port']"
"The price of the 10,000 kroon par value bonds was 9663,51 kroons in the primary issue .",1,price kroon par value bonds kroons primary issue,"['price', 'kroon', 'par', 'value', 'bond', 'primary', 'issue']"
"Construction work on the Helsinki Music Centre is to start this autumn , with the total cost of the project estimated at 140 million euros .",1,construction work helsinki music centre start autumn total cost project estimated million euros,"['construction', 'work', 'helsinki', 'music', 'centre', 'autumn', 'total', 'cost', 'project', 'euro']"
"The company is also seeking possibilities to relocate the Luumaki personnel , some 50 people , to other UPM mills .",1,company seeking possibilities relocate luumaki personnel people upm mills,"['company', 'possibility', 'luumaki', 'personnel', 'people', 'upm', 'mill']"
"At some point , it will spread also to Iran and Iraq .",1,point spread iran iraq,"['point', 'iran', 'iraq']"
Combined net sales in 2006 were $ 27 million and EBITDA was $ 13.7 million .,1,combined net sales million ebitda million,"['net', 'sale', 'ebitda']"
The profit after taxes was EUR 57.7 11.1 million .,1,profit taxes eur million,"['profit', 'eur']"
The deal was worth about EUR 1.2 mn .,1,deal worth eur mn,"['worth', 'eur', 'mn']"
He wore a black beanie-type cap and a black jacket .,1,wore black beanie type cap black jacket,"['black', 'beanie', 'type', 'cap', 'black', 'jacket']"
The plant is expected to start production in the first half of 2007 .,1,plant expected start production half,"['plant', 'production', 'half']"
"These sections will be put into place to form the load-bearing steel structure of the bridge , '' says Sami Eronen , Senior Vice President , Infrastructure and Northern Europe , Ruukki Construction .",1,sections place form load bearing steel structure bridge says sami eronen senior vice president infrastructure northern europe ruukki construction,"['section', 'form', 'load', 'steel', 'structure', 'bridge', 'sami', 'eronen', 'senior', 'vice', 'president', 'infrastructure', 'northern', 'europe', 'ruukki', 'construction']"
"`` We have a license agreement with Nokia Corp. which in part expires on April 9 , 2007 .",1,license agreement nokia expires april,"['license', 'agreement', 'nokia', 'april']"
As a part of the agreement 10 employees from the John Deere Forestry documentation functions will transfer to DokuMentori Oy .,1,agreement employees john deere forestry documentation functions transfer dokumentori oy,"['agreement', 'employee', 'john', 'deere', 'forestry', 'documentation', 'function', 'dokumentori', 'oy']"
"The gross area of eight houses will be 12,167 m2 .",1,gross area houses,"['gross', 'area', 'house']"
"Cohen & Steers , Inc. : 5 534 530 shares representing 4.985 % of the share capital and voting rights .",1,cohen steers shares representing share capital voting rights,"['cohen', 'share', 'share', 'capital', 'voting', 'right']"
"It is being developed by Symbian , the software licensing consortium led by Nokia .",1,developed symbian software licensing consortium led nokia,"['symbian', 'software', 'licensing', 'consortium', 'nokia']"
"The Network Test Business is part of Elektrobit 's Test and Automation Business Segment and employs 39 people in Finland and 22 people abroad , mainly in the US and Asia .",1,network test business elektrobit test automation business segment employs people finland people abroad mainly asia,"['network', 'test', 'business', 'elektrobit', 'test', 'automation', 'business', 'segment', 'people', 'people', 'abroad', 'mainly', 'asia']"
He is a Chartered Accountant in British Columbia and Alberta as well as a Certified Public Accountant in Washington State .,1,chartered accountant british columbia alberta certified public accountant washington state,"['accountant', 'british', 'columbia', 'alberta', 'public', 'accountant', 'washington', 'state']"
"Igor and Oleg Yankov , who currently manage Moron and Vitim , will hold onto the 25 % stake for now .",1,igor oleg yankov currently manage moron vitim hold stake,"['igor', 'oleg', 'yankov', 'currently', 'moron', 'vitim', 'hold', 'stake']"
The enterprise value of Maritim Food AS has been determined as approximately EUR15m .,1,enterprise value maritim food determined approximately m,"['enterprise', 'value', 'maritim', 'food', 'approximately', 'm']"
The contract is worth some EUR 1 million .,1,contract worth eur million,"['contract', 'worth', 'eur']"
NWC ANALYSIS :,1,nwc analysis,"['nwc', 'analysis']"
The government has instead proposed an exchange of the state 's stake in LMT to TeliaSonera 's stake in Lattelecom .,1,government instead proposed exchange state stake lmt teliasonera stake lattelecom,"['government', 'instead', 'exchange', 'state', 'stake', 'lmt', 'teliasonera', 'stake', 'lattelecom']"
"Headquartered in this city , the company is nearly 75 years old and focuses on science-based innovation and technology for environmental measurement .",1,headquartered city company nearly years old focuses science based innovation technology environmental measurement,"['city', 'company', 'nearly', 'year', 'old', 'science', 'innovation', 'technology', 'environmental', 'measurement']"
Kemira shares closed at (  x20ac ) 16.66 ( $ 22US .71 ) .,1,kemira shares closed,"['kemira', 'share']"
"S Group 's loyal customer magazine Yhteishyv+ñ came second with 1,629,000 readers and Sanoma Corporation 's daily newspaper Helsingin Sanomat was third with 1,097,000 readers .",1,s group loyal customer magazine came second readers sanoma corporation daily newspaper helsingin sanomat readers,"['group', 'loyal', 'customer', 'magazine', 'second', 'reader', 'sanoma', 'corporation', 'daily', 'newspaper', 'helsingin', 'sanomat', 'reader']"
"The Board established a Remuneration Committee with following members : - Sari Baldauf Chairman - Tapio Hintikka - Heikki Westerlund In addition , the Board decided to appoint a Nomination Committee at a later stage .",1,board established remuneration committee following members sari baldauf chairman tapio hintikka heikki westerlund addition board decided appoint nomination committee later stage,"['board', 'remuneration', 'committee', 'member', 'sari', 'baldauf', 'chairman', 'tapio', 'hintikka', 'heikki', 'westerlund', 'addition', 'board', 'appoint', 'nomination', 'committee', 'later', 'stage']"
Vianor sells tires for cars and trucks as well as a range of other car parts and provides maintenance services .,1,vianor sells tires cars trucks range car parts provides maintenance services,"['vianor', 'tire', 'car', 'truck', 'car', 'part', 'maintenance', 'service']"
The financial details of the acquisition were not disclosed .,1,financial details acquisition disclosed,"['financial', 'detail', 'acquisition']"
The contract has been allotted as per lowest price criteria .,1,contract allotted lowest price criteria,"['contract', 'low', 'price', 'criterion']"
"As of July 2 , 2007 , the market cap segments will be updated according to the average price in May 2007 .",1,july market cap segments updated according average price,"['july', 'market', 'cap', 'segment', 'average', 'price']"
"Product coverage : baked goods ; biscuits ; breakfast cereals Data coverage : market sizes historic and forecasts , company shares , brand shares and distribution data .",1,product coverage baked goods biscuits breakfast cereals data coverage market sizes historic forecasts company shares brand shares distribution data,"['product', 'coverage', 'good', 'biscuit', 'breakfast', 'cereal', 'datum', 'coverage', 'market', 'historic', 'forecast', 'company', 'brand', 'share', 'distribution', 'datum']"
`` They want my credit card info and my personal details .,1,want credit card info personal details,"['credit', 'card', 'info', 'personal', 'detail']"
"FinancialWire tm is not a press release service , and receives no compensation for its news , opinions or distributions .",1,financialwire tm press release service receives compensation news opinions distributions,"['financialwire', 'tm', 'press', 'release', 'service', 'compensation', 'news', 'opinion', 'distribution']"
It is expected to be completed by the end of 2007 .,1,expected completed end,['end']
The adjustments concern staff in both the Specialty Papers and the Fiber Composites segments .,1,adjustments concern staff specialty papers fiber composites segments,"['adjustment', 'concern', 'staff', 'specialty', 'paper', 'fiber', 'composite', 'segment']"
The share subscription period for C options will commence on 1 September 2008 and expire on 31 March 2011 .,1,share subscription period c options commence september expire march,"['share', 'subscription', 'period', 'c', 'option', 'commence', 'september', 'expire', 'march']"
The order was worth EUR 8mn .,1,order worth eur,"['order', 'worth', 'eur']"
- Cash flow from operating activities before investments was EUR 7.6 million EUR 2.5 million .,1,cash flow operating activities investments eur million eur million,"['cash', 'flow', 'operating', 'activity', 'eur', 'eur']"
Catalysts segment includes refinery catalysts and polyolefin catalysts product categories .,1,catalysts segment includes refinery catalysts polyolefin catalysts product categories,"['catalyst', 'segment', 'refinery', 'catalyst', 'polyolefin', 'product', 'category']"
Autotank Group is part of Aspo 's Systems Division .,1,autotank group aspo systems division,"['autotank', 'group', 'aspo', 'system', 'division']"
"He answers questions on how many visitors Conversations gets , how big the team is and what the problems are when setting up social media channels .",1,answers questions visitors conversations gets big team problems setting social media channels,"['answer', 'question', 'visitor', 'conversation', 'big', 'team', 'problem', 'social', 'medium', 'channel']"
"Finnish drug distributor and wholesaler Oriola-KD Oyj said on October 11 , 2006 it named Anne Kariniemi vice president of its Logistics and Sourcing department as of January 15 , 2007 .",1,finnish drug distributor wholesaler oriola kd oyj said october named anne kariniemi vice president logistics sourcing department january,"['finnish', 'drug', 'distributor', 'wholesaler', 'oriola', 'kd', 'oyj', 'october', 'anne', 'kariniemi', 'vice', 'president', 'logistics', 'department', 'january']"
"Before Kemira 's installation NordAlu was producing 3,500 tons of liquid and solid aluminum waste per year .",1,kemira installation nordalu producing tons liquid solid aluminum waste year,"['kemira', 'installation', 'nordalu', 'ton', 'liquid', 'solid', 'aluminum', 'waste', 'year']"
"After the sale , Savcor Group Ltd will comprise Savcor ART , a corporate function and an investment in Cencorp Corporation .",1,sale savcor group ltd comprise savcor art corporate function investment cencorp corporation,"['sale', 'savcor', 'group', 'ltd', 'comprise', 'savcor', 'art', 'corporate', 'function', 'investment', 'cencorp', 'corporation']"
"After the restructuring , UPM 's average paper machine capacity in Europe will be 320,000 tons ( 350,000 short tons ) in coated magazine paper and 420,000 tons ( 460,000 short tons ) in coated fine paper .",1,restructuring upm average paper machine capacity europe tons short tons coated magazine paper tons short tons coated fine paper,"['upm', 'average', 'paper', 'machine', 'capacity', 'europe', 'ton', 'short', 'ton', 'magazine', 'paper', 'ton', 'short', 'ton', 'fine', 'paper']"
"Jun. 25 , 2008 ( Boy Genius Report delivered by Newstex ) -- The Nokia ( NYSE : NOK ) N78 , huh ?",1,boy genius report delivered newstex nokia nyse nok huh,"['boy', 'genius', 'report', 'newstex', 'nokia', 'nyse', 'nok', 'huh']"
"Its customers include local companies Slo Oy , Kiilto Oy , Toptronics Oy , Normark Suomi Oy , Pellonpaja Oy and Mansner Oy .",1,customers include local companies slo oy kiilto oy toptronics oy normark suomi oy pellonpaja oy mansner oy,"['customer', 'local', 'company', 'slo', 'oy', 'kiilto', 'oy', 'toptronics', 'normark', 'suomi', 'oy', 'pellonpaja', 'mansner']"
Curators have divided their material into eight themes .,1,curators divided material themes,"['curator', 'material', 'theme']"
Metso 's delivery will include a complete coated board line with related air systems and two winders .,1,metso delivery include complete coated board line related air systems winders,"['metso', 'delivery', 'complete', 'board', 'line', 'air', 'system', 'winder']"
The customer is local company Etera Mutual Pension Insurance Co and the principal tenant of the unit will be media company Alma Media Corp HEL : ALN1V .,1,customer local company etera mutual pension insurance co principal tenant unit media company alma media corp hel,"['customer', 'local', 'company', 'etera', 'mutual', 'pension', 'insurance', 'co', 'principal', 'tenant', 'unit', 'medium', 'company', 'alma', 'media', 'corp', 'hel']"
It is hand-painted resin with real 14-0 trebles and is 75cm long by 25cm deep from top to bottom of the middle hook .,1,hand painted resin real trebles cm long cm deep middle hook,"['hand', 'resin', 'real', 'treble', 'long', 'cm', 'deep', 'middle', 'hook']"
"FinancialWire ( tm ) , in cooperation with the Investrend Broadcast Syndicate , also provides complete , daily conference call and webcast schedules as a service to shareholders and investors via the FirstAlert ( tm ) Networks oeFirstAlert ( tm ) Daily .",1,financialwire tm cooperation investrend broadcast syndicate provides complete daily conference webcast schedules service shareholders investors firstalert tm networks oefirstalert tm daily,"['financialwire', 'tm', 'cooperation', 'investrend', 'broadcast', 'syndicate', 'complete', 'daily', 'conference', 'webcast', 'schedule', 'service', 'shareholder', 'investor', 'tm', 'network', 'oefirstalert', 'tm', 'daily']"
`` Serving customers locally is one of the cornerstones of customer focus for us .,1,serving customers locally cornerstones customer focus,"['customer', 'locally', 'cornerstone', 'customer', 'focus']"
"Tampere Science Parks is a Finnish company that owns , leases and builds office properties and it specialises in facilities for technology-oriented businesses .",1,tampere science parks finnish company owns leases builds office properties specialises facilities technology oriented businesses,"['science', 'park', 'finnish', 'company', 'lease', 'office', 'property', 'facility', 'technology', 'business']"
Panostaja Oyj 's Board also decided at its organisational meeting held upon completion of the AGM to implement the AGM decision concerning Board member fees paid as shares in such a way that shares are transferred on a quarterly basis on the date following publication of the quarterly-annual report .,1,panostaja oyj board decided organisational meeting held completion agm implement agm decision concerning board member fees paid shares way shares transferred quarterly basis date following publication quarterly annual report,"['panostaja', 'oyj', 'board', 'organisational', 'meeting', 'completion', 'agm', 'agm', 'decision', 'board', 'member', 'fee', 'share', 'way', 'share', 'quarterly', 'basis', 'date', 'publication', 'quarterly', 'annual', 'report']"
"More than 50,000 tonnes of asphalt mix will be used in the contract .",1,tonnes asphalt mix contract,"['tonne', 'mix', 'contract']"
"L+ñnnen Tehtaat 's Food Division was reorganised into two strategic business units , Apetit Frozen Foods and Jams , and Apetit Fish .",1,tehtaat food division reorganised strategic business units apetit frozen foods jams apetit fish,"['tehtaat', 'food', 'division', 'strategic', 'business', 'unit', 'apetit', 'frozen', 'food', 'jam', 'apetit', 'fish']"
"The Lemminkainen Group , headquartered in Helsinki , Finland operates in all sectors of the construction industry : civil engineering , building contracting , technical building services and the building materials industry .",1,lemminkainen group headquartered helsinki finland operates sectors construction industry civil engineering building contracting technical building services building materials industry,"['lemminkainen', 'group', 'helsinki', 'finland', 'sector', 'construction', 'industry', 'civil', 'engineering', 'building', 'technical', 'building', 'service', 'building', 'material', 'industry']"
Aker Yards Finland will begin using Chinese subcontractors at its Finnish shipyards .,1,aker yards finland begin chinese subcontractors finnish shipyards,"['aker', 'yards', 'finland', 'chinese', 'subcontractor', 'finnish', 'shipyard']"
Kemira 's partner in the project is St. Petersburg Water Works .,1,kemira partner project petersburg water works,"['kemira', 'partner', 'project', 'petersburg', 'water']"
The report will be emailed within 2 business days of an order .,1,report emailed business days order,"['report', 'business', 'day', 'order']"
"ADPnews - Dec 23 , 2009 - Norwegian financial services group SpareBank 1 Gruppen AS OSL : SBGRP said its board of directors appointed today Jarle Haug managing director of its claims collection subsidiary SpareBank 1 Gruppen Finans",1,adpnews dec norwegian financial services group sparebank gruppen osl sbgrp said board directors appointed today jarle haug managing director claims collection subsidiary sparebank gruppen finans,"['dec', 'norwegian', 'financial', 'service', 'group', 'sparebank', 'osl', 'sbgrp', 'board', 'director', 'today', 'jarle', 'haug', 'director', 'collection', 'subsidiary', 'sparebank', 'gruppen', 'finan']"
The medium-term operative targets of the company remain unchanged .,1,medium term operative targets company remain unchanged,"['medium', 'term', 'operative', 'target', 'company', 'unchanged']"
HK Ruokatalo 's target is to know the consumers .,1,hk ruokatalo target know consumers,"['hk', 'ruokatalo', 'target', 'consumer']"
Nordstjernan has used its option to buy another 22.4 % stake of Salcomp 's shares and votes .,1,nordstjernan option buy stake salcomp shares votes,"['nordstjernan', 'option', 'stake', 'salcomp', 'share', 'vote']"
"Tikkurila Powder Coatings has some 50 employees at its four paint plants , which generated revenues of EUR2 .4 m USD3 .3 m in 2010 .",1,tikkurila powder coatings employees paint plants generated revenues m m,"['tikkurila', 'powder', 'coating', 'employee', 'plant', 'revenue']"
Capitex Kalmar will continue to be responsible for the maintenance and technical development of the services .,1,capitex kalmar continue responsible maintenance technical development services,"['capitex', 'kalmar', 'responsible', 'maintenance', 'technical', 'development', 'service']"
The turbines are expected to be launched by the end of 2012 .,1,turbines expected launched end,"['turbine', 'end']"
"The casing comprises a first side casing member provided with the first side vat segment and a second side casing member provided with the second side vat segment , at least the first side casing member being pivotable about a rotation axis .",1,casing comprises casing member provided vat segment second casing member provided second vat segment casing member pivotable rotation axis,"['comprise', 'member', 'vat', 'segment', 'second', 'casing', 'member', 'second', 'vat', 'segment', 'member', 'pivotable', 'rotation', 'axis']"
"M-real , which is part of Finnish paper maker Metsaliitto Group , is due to release its second-quarter report at around 12:00 EET on 5 August 2010 .",1,m real finnish paper maker metsaliitto group release second quarter report eet august,"['real', 'finnish', 'paper', 'maker', 'metsaliitto', 'group', 'release', 'second', 'quarter', 'report', 'eet', 'august']"
"These new units will be built at Cargotec 's state of the art manufacturing facility in San Antonio , Texas , USA , which started operations in 2009 .",1,new units built cargotec state art manufacturing facility san antonio texas usa started operations,"['new', 'unit', 'cargotec', 'state', 'art', 'manufacturing', 'facility', 'san', 'antonio', 'texas', 'usa', 'operation']"
"Tiimari 's registered share capital is 16,474,755 shares as per today .",1,tiimari registered share capital shares today,"['tiimari', 'share', 'capital', 'share', 'today']"
The total value of the project is valued at SEK 30bn ( EUR 2.83 bn USD 3.81 bn ) .,1,total value project valued sek eur bn usd bn,"['total', 'value', 'project', 'sek', 'eur', 'usd']"
"To see more of New Haven Register , or to subscribe to the newspaper .",1,new haven register subscribe newspaper,"['new', 'haven', 'register', 'subscribe', 'newspaper']"
A few employees would remain at the Oulu plant in support functions for other group units .,1,employees remain oulu plant support functions group units,"['employee', 'oulu', 'plant', 'support', 'function', 'group', 'unit']"
"The equipment Ixonos acquires with this deal includes mechanical engineering hardware ; an RF and antenna measurement laboratory ; facilities for the measurement of audio , cameras and displays ; as well as devices and robot units for the testing of mobile devices .",1,equipment ixonos acquires deal includes mechanical engineering hardware rf antenna measurement laboratory facilities measurement audio cameras displays devices robot units testing mobile devices,"['equipment', 'ixonos', 'acquire', 'deal', 'mechanical', 'engineering', 'hardware', 'rf', 'antenna', 'measurement', 'laboratory', 'facility', 'measurement', 'audio', 'camera', 'display', 'robot', 'unit', 'mobile', 'device']"
The Notice in its entirety with other proposals from the Nomination Committee and the Board will be published at least four weeks before 28 April on the company 's website and in Post - och Inrikes Tidningar and Dagens Industri .,1,notice entirety proposals nomination committee board published weeks april company website post och inrikes tidningar dagens industri,"['entirety', 'proposal', 'nomination', 'committee', 'board', 'week', 'april', 'company', 'website', 'post', 'och', 'inrike', 'tidningar', 'dagen', 'industri']"
Teleste has some 30 offices worldwide and is listed on the Nordic Exchange in Helsinki .,1,teleste offices worldwide listed nordic exchange helsinki,"['teleste', 'office', 'worldwide', 'nordic', 'exchange', 'helsinki']"
"Cablevision Systems Corp. CVC Their Madison Square Garden division owns and operates the New York Knickerbockers basketball team ; they also own the Madison Square Garden Arena , the New York Rangers hockey team , the New York Liberty women 's basketball team , and the Hartford Wolf Pack hockey team .",1,cablevision systems cvc madison square garden division owns operates new york knickerbockers basketball team madison square garden arena new york rangers hockey team new york liberty women basketball team hartford wolf pack hockey team,"['cablevision', 'systems', 'cvc', 'madison', 'square', 'garden', 'division', 'new', 'york', 'knickerbockers', 'basketball', 'team', 'madison', 'square', 'garden', 'arena', 'new', 'york', 'rangers', 'hockey', 'team', 'new', 'york', 'liberty', 'woman', 'basketball', 'team', 'hartford', 'wolf', 'hockey', 'team']"
Symphony Services provides development services for Aldata GOLD .,1,symphony services provides development services aldata gold,"['symphony', 'service', 'development', 'service', 'gold']"
"The five-storey , eco-efficient building will have a gross floor area of about 15,000 sq m. It will also include apartments .",1,storey eco efficient building gross floor area sq include apartments,"['storey', 'eco', 'efficient', 'gross', 'floor', 'area', 'sq', 'apartment']"
"From 2003 on , the emphasis of Kyro 's strategy has been on Glaston 's growth .",1,emphasis kyro strategy glaston growth,"['emphasis', 'kyro', 'strategy', 'glaston', 'growth']"
"The equipment will be made at Vaahto 's plant in Hollola in Finland , and delivery is scheduled for the first quarter of 2009 .",1,equipment vaahto plant hollola finland delivery scheduled quarter,"['equipment', 'vaahto', 'plant', 'hollola', 'finland', 'delivery', 'quarter']"
"Its product portfolio comprises harvesters , forwarders , harvester heads , as well as cranes and loaders .",1,product portfolio comprises harvesters forwarders harvester heads cranes loaders,"['product', 'portfolio', 'forwarder', 'harvester', 'head', 'crane', 'loader']"
Okmetic revised its 2010 financial outlook based on its order book .,1,okmetic revised financial outlook based order book,"['okmetic', 'financial', 'outlook', 'order', 'book']"
The acquisition price was not disclosed .,1,acquisition price disclosed,"['acquisition', 'price']"
